中曆紀日	西曆紀日	正朔組	舊年號	新年號
0801-01C-01	0581-01-21	正朔二		大定元年
0801-01C-02	0581-01-22	正朔二		大定元年
0801-01C-03	0581-01-23	正朔二		大定元年
0801-01C-04	0581-01-24	正朔二		大定元年
0801-01C-05	0581-01-25	正朔二		大定元年
0801-01C-06	0581-01-26	正朔二		大定元年
0801-01C-07	0581-01-27	正朔二		大定元年
0801-01C-08	0581-01-28	正朔二		大定元年
0801-01C-09	0581-01-29	正朔二		大定元年
0801-01C-10	0581-01-30	正朔二		大定元年
0801-01C-11	0581-01-31	正朔二		大定元年
0801-01C-12	0581-02-01	正朔二		大定元年
0801-01C-13	0581-02-02	正朔二		大定元年
0801-01C-14	0581-02-03	正朔二		大定元年
0801-01C-15	0581-02-04	正朔二		大定元年
0801-01C-16	0581-02-05	正朔二		大定元年
0801-01C-17	0581-02-06	正朔二		大定元年
0801-01C-18	0581-02-07	正朔二		大定元年
0801-01C-19	0581-02-08	正朔二		大定元年
0801-01C-20	0581-02-09	正朔二		大定元年
0801-01C-21	0581-02-10	正朔二		大定元年
0801-01C-22	0581-02-11	正朔二		大定元年
0801-01C-23	0581-02-12	正朔二		大定元年
0801-01C-24	0581-02-13	正朔二		大定元年
0801-01C-25	0581-02-14	正朔二		大定元年
0801-01C-26	0581-02-15	正朔二		大定元年
0801-01C-27	0581-02-16	正朔二		大定元年
0801-01C-28	0581-02-17	正朔二		大定元年
0801-01C-29	0581-02-18	正朔二		大定元年
0801-01C-30	0581-02-19	正朔二		大定元年
0801-02C-01	0581-02-20	正朔二		大定元年
0801-02C-02	0581-02-21	正朔二		大定元年
0801-02C-03	0581-02-22	正朔二		大定元年
0801-02C-04	0581-02-23	正朔二		大定元年
0801-02C-05	0581-02-24	正朔二		大定元年
0801-02C-06	0581-02-25	正朔二		大定元年
0801-02C-07	0581-02-26	正朔二		大定元年
0801-02C-08	0581-02-27	正朔二		大定元年
0801-02C-09	0581-02-28	正朔二		大定元年
0801-02C-10	0581-03-01	正朔二		大定元年
0801-02C-11	0581-03-02	正朔二		大定元年
0801-02C-12	0581-03-03	正朔二		大定元年
0801-11C-21	0582-01-01	正朔一	太建十四年	太建十三年
0801-11C-21	0582-01-01	正朔二	開皇二年	開皇元年
0801-11C-22	0582-01-02	正朔一	太建十四年	太建十三年
0801-11C-22	0582-01-02	正朔二	開皇二年	開皇元年
0801-11C-23	0582-01-03	正朔一	太建十四年	太建十三年
0801-11C-23	0582-01-03	正朔二	開皇二年	開皇元年
0801-11C-24	0582-01-04	正朔一	太建十四年	太建十三年
0801-11C-24	0582-01-04	正朔二	開皇二年	開皇元年
0801-11C-25	0582-01-05	正朔一	太建十四年	太建十三年
0801-11C-25	0582-01-05	正朔二	開皇二年	開皇元年
0801-11C-26	0582-01-06	正朔一	太建十四年	太建十三年
0801-11C-26	0582-01-06	正朔二	開皇二年	開皇元年
0801-11C-27	0582-01-07	正朔一	太建十四年	太建十三年
0801-11C-27	0582-01-07	正朔二	開皇二年	開皇元年
0801-11C-28	0582-01-08	正朔一	太建十四年	太建十三年
0801-11C-28	0582-01-08	正朔二	開皇二年	開皇元年
0801-11C-29	0582-01-09	正朔一	太建十四年	太建十三年
0801-11C-29	0582-01-09	正朔二	開皇二年	開皇元年
0801-12C-01	0582-01-10	正朔一	太建十四年	太建十三年
0801-12C-01	0582-01-10	正朔二	開皇二年	開皇元年
0801-12C-02	0582-01-11	正朔一	太建十四年	太建十三年
0801-12C-02	0582-01-11	正朔二	開皇二年	開皇元年
0801-12C-03	0582-01-12	正朔一	太建十四年	太建十三年
0801-12C-03	0582-01-12	正朔二	開皇二年	開皇元年
0801-12C-04	0582-01-13	正朔一	太建十四年	太建十三年
0801-12C-04	0582-01-13	正朔二	開皇二年	開皇元年
0801-12C-05	0582-01-14	正朔一	太建十四年	太建十三年
0801-12C-05	0582-01-14	正朔二	開皇二年	開皇元年
0801-12C-06	0582-01-15	正朔一	太建十四年	太建十三年
0801-12C-06	0582-01-15	正朔二	開皇二年	開皇元年
0801-12C-07	0582-01-16	正朔一	太建十四年	太建十三年
0801-12C-07	0582-01-16	正朔二	開皇二年	開皇元年
0801-12C-08	0582-01-17	正朔一	太建十四年	太建十三年
0801-12C-08	0582-01-17	正朔二	開皇二年	開皇元年
0801-12C-09	0582-01-18	正朔一	太建十四年	太建十三年
0801-12C-09	0582-01-18	正朔二	開皇二年	開皇元年
0801-12C-10	0582-01-19	正朔一	太建十四年	太建十三年
0801-12C-10	0582-01-19	正朔二	開皇二年	開皇元年
0801-12C-11	0582-01-20	正朔一	太建十四年	太建十三年
0801-12C-11	0582-01-20	正朔二	開皇二年	開皇元年
0801-12C-12	0582-01-21	正朔一	太建十四年	太建十三年
0801-12C-12	0582-01-21	正朔二	開皇二年	開皇元年
0801-12C-13	0582-01-22	正朔一	太建十四年	太建十三年
0801-12C-13	0582-01-22	正朔二	開皇二年	開皇元年
0801-12C-14	0582-01-23	正朔一	太建十四年	太建十三年
0801-12C-14	0582-01-23	正朔二	開皇二年	開皇元年
0801-12C-15	0582-01-24	正朔一	太建十四年	太建十三年
0801-12C-15	0582-01-24	正朔二	開皇二年	開皇元年
0801-12C-16	0582-01-25	正朔一	太建十四年	太建十三年
0801-12C-16	0582-01-25	正朔二	開皇二年	開皇元年
0801-12C-17	0582-01-26	正朔一	太建十四年	太建十三年
0801-12C-17	0582-01-26	正朔二	開皇二年	開皇元年
0801-12C-18	0582-01-27	正朔一	太建十四年	太建十三年
0801-12C-18	0582-01-27	正朔二	開皇二年	開皇元年
0801-12C-19	0582-01-28	正朔一	太建十四年	太建十三年
0801-12C-19	0582-01-28	正朔二	開皇二年	開皇元年
0801-12C-20	0582-01-29	正朔一	太建十四年	太建十三年
0801-12C-20	0582-01-29	正朔二	開皇二年	開皇元年
0801-12C-21	0582-01-30	正朔一	太建十四年	太建十三年
0801-12C-21	0582-01-30	正朔二	開皇二年	開皇元年
0801-12C-22	0582-01-31	正朔一	太建十四年	太建十三年
0801-12C-22	0582-01-31	正朔二	開皇二年	開皇元年
0801-12C-23	0582-02-01	正朔一	太建十四年	太建十三年
0801-12C-23	0582-02-01	正朔二	開皇二年	開皇元年
0801-12C-24	0582-02-02	正朔一	太建十四年	太建十三年
0801-12C-24	0582-02-02	正朔二	開皇二年	開皇元年
0801-12C-25	0582-02-03	正朔一	太建十四年	太建十三年
0801-12C-25	0582-02-03	正朔二	開皇二年	開皇元年
0801-12C-26	0582-02-04	正朔一	太建十四年	太建十三年
0801-12C-26	0582-02-04	正朔二	開皇二年	開皇元年
0801-12C-27	0582-02-05	正朔一	太建十四年	太建十三年
0801-12C-27	0582-02-05	正朔二	開皇二年	開皇元年
0801-12C-28	0582-02-06	正朔一	太建十四年	太建十三年
0801-12C-28	0582-02-06	正朔二	開皇二年	開皇元年
0801-12C-29	0582-02-07	正朔一	太建十四年	太建十三年
0801-12C-29	0582-02-07	正朔二	開皇二年	開皇元年
0801-12C-30	0582-02-08	正朔二	開皇二年	開皇元年
0802-12C-02	0583-01-01	正朔二	開皇三年	開皇二年
0802-12C-03	0583-01-02	正朔二	開皇三年	開皇二年
0802-12C-04	0583-01-03	正朔二	開皇三年	開皇二年
0802-12C-05	0583-01-04	正朔二	開皇三年	開皇二年
0802-12C-06	0583-01-05	正朔二	開皇三年	開皇二年
0802-12C-07	0583-01-06	正朔二	開皇三年	開皇二年
0802-12C-08	0583-01-07	正朔二	開皇三年	開皇二年
0802-12C-09	0583-01-08	正朔二	開皇三年	開皇二年
0802-12C-10	0583-01-09	正朔二	開皇三年	開皇二年
0802-12C-11	0583-01-10	正朔二	開皇三年	開皇二年
0802-12C-12	0583-01-11	正朔二	開皇三年	開皇二年
0802-12C-13	0583-01-12	正朔二	開皇三年	開皇二年
0802-12C-14	0583-01-13	正朔二	開皇三年	開皇二年
0802-12C-15	0583-01-14	正朔二	開皇三年	開皇二年
0802-12C-16	0583-01-15	正朔二	開皇三年	開皇二年
0802-12C-17	0583-01-16	正朔二	開皇三年	開皇二年
0802-12C-18	0583-01-17	正朔二	開皇三年	開皇二年
0802-12C-19	0583-01-18	正朔二	開皇三年	開皇二年
0802-12C-20	0583-01-19	正朔二	開皇三年	開皇二年
0802-12C-21	0583-01-20	正朔二	開皇三年	開皇二年
0802-12C-22	0583-01-21	正朔二	開皇三年	開皇二年
0802-12C-23	0583-01-22	正朔二	開皇三年	開皇二年
0802-12C-24	0583-01-23	正朔二	開皇三年	開皇二年
0802-12C-25	0583-01-24	正朔二	開皇三年	開皇二年
0802-12C-26	0583-01-25	正朔二	開皇三年	開皇二年
0802-12C-27	0583-01-26	正朔二	開皇三年	開皇二年
0802-12C-28	0583-01-27	正朔二	開皇三年	開皇二年
0802-12C-29	0583-01-28	正朔二	開皇三年	開皇二年
0803-12C-13	0584-01-01	正朔一	至德二年	至德元年
0803-12C-13	0584-01-01	正朔二	開皇四年	開皇三年
0803-12C-14	0584-01-02	正朔一	至德二年	至德元年
0803-12C-14	0584-01-02	正朔二	開皇四年	開皇三年
0803-12C-15	0584-01-03	正朔一	至德二年	至德元年
0803-12C-15	0584-01-03	正朔二	開皇四年	開皇三年
0803-12C-16	0584-01-04	正朔一	至德二年	至德元年
0803-12C-16	0584-01-04	正朔二	開皇四年	開皇三年
0803-12C-17	0584-01-05	正朔一	至德二年	至德元年
0803-12C-17	0584-01-05	正朔二	開皇四年	開皇三年
0803-12C-18	0584-01-06	正朔一	至德二年	至德元年
0803-12C-18	0584-01-06	正朔二	開皇四年	開皇三年
0803-12C-19	0584-01-07	正朔一	至德二年	至德元年
0803-12C-19	0584-01-07	正朔二	開皇四年	開皇三年
0803-12C-20	0584-01-08	正朔一	至德二年	至德元年
0803-12C-20	0584-01-08	正朔二	開皇四年	開皇三年
0803-12C-21	0584-01-09	正朔一	至德二年	至德元年
0803-12C-21	0584-01-09	正朔二	開皇四年	開皇三年
0803-12C-22	0584-01-10	正朔一	至德二年	至德元年
0803-12C-22	0584-01-10	正朔二	開皇四年	開皇三年
0803-12C-23	0584-01-11	正朔一	至德二年	至德元年
0803-12C-23	0584-01-11	正朔二	開皇四年	開皇三年
0803-12C-24	0584-01-12	正朔一	至德二年	至德元年
0803-12C-24	0584-01-12	正朔二	開皇四年	開皇三年
0803-12C-25	0584-01-13	正朔一	至德二年	至德元年
0803-12C-25	0584-01-13	正朔二	開皇四年	開皇三年
0803-12C-26	0584-01-14	正朔一	至德二年	至德元年
0803-12C-26	0584-01-14	正朔二	開皇四年	開皇三年
0803-12C-27	0584-01-15	正朔一	至德二年	至德元年
0803-12C-27	0584-01-15	正朔二	開皇四年	開皇三年
0803-12C-28	0584-01-16	正朔一	至德二年	至德元年
0803-12C-28	0584-01-16	正朔二	開皇四年	開皇三年
0803-12C-29	0584-01-17	正朔一	至德二年	至德元年
0803-12C-29	0584-01-17	正朔二	開皇四年	開皇三年
0803-12C-30	0584-01-18	正朔一	至德二年	至德元年
0803-12C-30	0584-01-18	正朔二	開皇四年	開皇三年
0803-12L-01	0584-01-19	正朔一	至德二年	至德元年
0803-12L-01	0584-01-19	正朔二	開皇四年	開皇三年
0803-12L-02	0584-01-20	正朔一	至德二年	至德元年
0803-12L-02	0584-01-20	正朔二	開皇四年	開皇三年
0803-12L-03	0584-01-21	正朔一	至德二年	至德元年
0803-12L-03	0584-01-21	正朔二	開皇四年	開皇三年
0803-12L-04	0584-01-22	正朔一	至德二年	至德元年
0803-12L-04	0584-01-22	正朔二	開皇四年	開皇三年
0803-12L-05	0584-01-23	正朔一	至德二年	至德元年
0803-12L-05	0584-01-23	正朔二	開皇四年	開皇三年
0803-12L-06	0584-01-24	正朔一	至德二年	至德元年
0803-12L-06	0584-01-24	正朔二	開皇四年	開皇三年
0803-12L-07	0584-01-25	正朔一	至德二年	至德元年
0803-12L-07	0584-01-25	正朔二	開皇四年	開皇三年
0803-12L-08	0584-01-26	正朔一	至德二年	至德元年
0803-12L-08	0584-01-26	正朔二	開皇四年	開皇三年
0803-12L-09	0584-01-27	正朔一	至德二年	至德元年
0803-12L-09	0584-01-27	正朔二	開皇四年	開皇三年
0803-12L-10	0584-01-28	正朔一	至德二年	至德元年
0803-12L-10	0584-01-28	正朔二	開皇四年	開皇三年
0803-12L-11	0584-01-29	正朔一	至德二年	至德元年
0803-12L-11	0584-01-29	正朔二	開皇四年	開皇三年
0803-12L-12	0584-01-30	正朔一	至德二年	至德元年
0803-12L-12	0584-01-30	正朔二	開皇四年	開皇三年
0803-12L-13	0584-01-31	正朔一	至德二年	至德元年
0803-12L-13	0584-01-31	正朔二	開皇四年	開皇三年
0803-12L-14	0584-02-01	正朔一	至德二年	至德元年
0803-12L-14	0584-02-01	正朔二	開皇四年	開皇三年
0803-12L-15	0584-02-02	正朔一	至德二年	至德元年
0803-12L-15	0584-02-02	正朔二	開皇四年	開皇三年
0803-12L-16	0584-02-03	正朔一	至德二年	至德元年
0803-12L-16	0584-02-03	正朔二	開皇四年	開皇三年
0803-12L-17	0584-02-04	正朔一	至德二年	至德元年
0803-12L-17	0584-02-04	正朔二	開皇四年	開皇三年
0803-12L-18	0584-02-05	正朔一	至德二年	至德元年
0803-12L-18	0584-02-05	正朔二	開皇四年	開皇三年
0803-12L-19	0584-02-06	正朔一	至德二年	至德元年
0803-12L-19	0584-02-06	正朔二	開皇四年	開皇三年
0803-12L-20	0584-02-07	正朔一	至德二年	至德元年
0803-12L-20	0584-02-07	正朔二	開皇四年	開皇三年
0803-12L-21	0584-02-08	正朔一	至德二年	至德元年
0803-12L-21	0584-02-08	正朔二	開皇四年	開皇三年
0803-12L-22	0584-02-09	正朔一	至德二年	至德元年
0803-12L-22	0584-02-09	正朔二	開皇四年	開皇三年
0803-12L-23	0584-02-10	正朔一	至德二年	至德元年
0803-12L-23	0584-02-10	正朔二	開皇四年	開皇三年
0803-12L-24	0584-02-11	正朔一	至德二年	至德元年
0803-12L-24	0584-02-11	正朔二	開皇四年	開皇三年
0803-12L-25	0584-02-12	正朔一	至德二年	至德元年
0803-12L-25	0584-02-12	正朔二	開皇四年	開皇三年
0803-12L-26	0584-02-13	正朔一	至德二年	至德元年
0803-12L-26	0584-02-13	正朔二	開皇四年	開皇三年
0803-12L-27	0584-02-14	正朔一	至德二年	至德元年
0803-12L-27	0584-02-14	正朔二	開皇四年	開皇三年
0803-12L-28	0584-02-15	正朔一	至德二年	至德元年
0803-12L-28	0584-02-15	正朔二	開皇四年	開皇三年
0803-12L-29	0584-02-16	正朔一	至德二年	至德元年
0803-12L-29	0584-02-16	正朔二	開皇四年	開皇三年
0804-11C-25	0585-01-01	正朔一	至德三年	至德二年
0804-11C-25	0585-01-01	正朔二	開皇五年	開皇四年
0804-11C-26	0585-01-02	正朔一	至德三年	至德二年
0804-11C-26	0585-01-02	正朔二	開皇五年	開皇四年
0804-11C-27	0585-01-03	正朔一	至德三年	至德二年
0804-11C-27	0585-01-03	正朔二	開皇五年	開皇四年
0804-11C-28	0585-01-04	正朔一	至德三年	至德二年
0804-11C-28	0585-01-04	正朔二	開皇五年	開皇四年
0804-11C-29	0585-01-05	正朔一	至德三年	至德二年
0804-11C-29	0585-01-05	正朔二	開皇五年	開皇四年
0804-11C-30	0585-01-06	正朔一	至德三年	至德二年
0804-11C-30	0585-01-06	正朔二	開皇五年	開皇四年
0804-12C-01	0585-01-07	正朔一	至德三年	至德二年
0804-12C-01	0585-01-07	正朔二	開皇五年	開皇四年
0804-12C-02	0585-01-08	正朔一	至德三年	至德二年
0804-12C-02	0585-01-08	正朔二	開皇五年	開皇四年
0804-12C-03	0585-01-09	正朔一	至德三年	至德二年
0804-12C-03	0585-01-09	正朔二	開皇五年	開皇四年
0804-12C-04	0585-01-10	正朔一	至德三年	至德二年
0804-12C-04	0585-01-10	正朔二	開皇五年	開皇四年
0804-12C-05	0585-01-11	正朔一	至德三年	至德二年
0804-12C-05	0585-01-11	正朔二	開皇五年	開皇四年
0804-12C-06	0585-01-12	正朔一	至德三年	至德二年
0804-12C-06	0585-01-12	正朔二	開皇五年	開皇四年
0804-12C-07	0585-01-13	正朔一	至德三年	至德二年
0804-12C-07	0585-01-13	正朔二	開皇五年	開皇四年
0804-12C-08	0585-01-14	正朔一	至德三年	至德二年
0804-12C-08	0585-01-14	正朔二	開皇五年	開皇四年
0804-12C-09	0585-01-15	正朔一	至德三年	至德二年
0804-12C-09	0585-01-15	正朔二	開皇五年	開皇四年
0804-12C-10	0585-01-16	正朔一	至德三年	至德二年
0804-12C-10	0585-01-16	正朔二	開皇五年	開皇四年
0804-12C-11	0585-01-17	正朔一	至德三年	至德二年
0804-12C-11	0585-01-17	正朔二	開皇五年	開皇四年
0804-12C-12	0585-01-18	正朔一	至德三年	至德二年
0804-12C-12	0585-01-18	正朔二	開皇五年	開皇四年
0804-12C-13	0585-01-19	正朔一	至德三年	至德二年
0804-12C-13	0585-01-19	正朔二	開皇五年	開皇四年
0804-12C-14	0585-01-20	正朔一	至德三年	至德二年
0804-12C-14	0585-01-20	正朔二	開皇五年	開皇四年
0804-12C-15	0585-01-21	正朔一	至德三年	至德二年
0804-12C-15	0585-01-21	正朔二	開皇五年	開皇四年
0804-12C-16	0585-01-22	正朔一	至德三年	至德二年
0804-12C-16	0585-01-22	正朔二	開皇五年	開皇四年
0804-12C-17	0585-01-23	正朔一	至德三年	至德二年
0804-12C-17	0585-01-23	正朔二	開皇五年	開皇四年
0804-12C-18	0585-01-24	正朔一	至德三年	至德二年
0804-12C-18	0585-01-24	正朔二	開皇五年	開皇四年
0804-12C-19	0585-01-25	正朔一	至德三年	至德二年
0804-12C-19	0585-01-25	正朔二	開皇五年	開皇四年
0804-12C-20	0585-01-26	正朔一	至德三年	至德二年
0804-12C-20	0585-01-26	正朔二	開皇五年	開皇四年
0804-12C-21	0585-01-27	正朔一	至德三年	至德二年
0804-12C-21	0585-01-27	正朔二	開皇五年	開皇四年
0804-12C-22	0585-01-28	正朔一	至德三年	至德二年
0804-12C-22	0585-01-28	正朔二	開皇五年	開皇四年
0804-12C-23	0585-01-29	正朔一	至德三年	至德二年
